Category,Disease,Clinical_Feature,Importance,Rank
Digestive,Abdominal_Hernia,Time spent watching TV,0.043550447,21
Digestive,Abdominal_Hernia,Facial ageing: About your age,0.04289059,22
Digestive,Abdominal_Hernia,Alcohol: Daily,0.04168944,23
Digestive,Abdominal_Hernia,Lamb/mutton: 1/week,0.041205894,24
Digestive,Abdominal_Hernia,Mobile use vs 2yrs: More now,0.04090642,25
Digestive,Anal_fissure,Father: Heart disease,0.05367117,1
Digestive,Anal_fissure,Drive faster: Sometimes,0.050084203,2
Digestive,Anal_fissure,Tea intake,0.049817838,3
Digestive,Anal_fissure,Time spent watching TV,0.04949938,4
Digestive,Anal_fissure,Cooked vegetable intake,0.04619783,5
Digestive,Anal_fissure,Mobile hand: Right,0.04314217,6
Digestive,Anal_fissure,Spread: Other margarine,0.041986827,7
Digestive,Anal_fissure,Cereal intake,0.041753918,8
Digestive,Anal_fissure,Coffee intake,0.040500347,9
Digestive,Anal_fissure,Smokers in household: No,0.039307866,10
Digestive,Anal_fissure,Pork: <1/week,0.038863227,11
Digestive,Anal_fissure,Sleep duration,0.038135506,12
Digestive,Anal_fissure,Processed meat: 1/week,0.036979467,13
Digestive,Anal_fissure,Days/week of moderate physical activity,0.036754772,14
Digestive,Anal_fissure,Days/week of walk 10+ mins,0.033971522,15
Digestive,Anal_fissure,Days/week of vigorous physical activity,0.03252179,16
Digestive,Anal_fissure,Mobile use vs 2yrs: No,0.032067154,17
Digestive,Anal_fissure,Stair climbing: 11-15 times,0.031595632,18
Digestive,Anal_fissure,Diet change: Yes (other),0.03136856,19
Digestive,Anal_fissure,Smoking: Previous,0.030719511,20
Digestive,Anal_fissure,Stair climbing: 6-10 times,0.03006519,21
Digestive,Anal_fissure,Processed meat: 2-4/week,0.029896753,22
Digestive,Anal_fissure,Spread: Butter,0.02986944,23
Digestive,Anal_fissure,Walking pace: Steady/average,0.029131427,24
Digestive,Anal_fissure,Time spent outdoors in winter,0.029057097,25
Digestive,Gastro_oesophageal_reflux_disease,Tea intake,0.105582856,1
Digestive,Gastro_oesophageal_reflux_disease,Time spent watching TV,0.10516114,2
Digestive,Gastro_oesophageal_reflux_disease,Insomnia: Never/rarely,0.07370425,3
Digestive,Gastro_oesophageal_reflux_disease,Insomnia: Usually,0.0630827,4
Digestive,Gastro_oesophageal_reflux_disease,Cereal: Oat (Porridge),0.062429838,5
Digestive,Gastro_oesophageal_reflux_disease,Walking pace: Brisk,0.061855897,6
Digestive,Gastro_oesophageal_reflux_disease,Dried fruit intake,0.059693918,7
Digestive,Gastro_oesophageal_reflux_disease,Snoring: Yes,0.05859509,8
Digestive,Gastro_oesophageal_reflux_disease,Bread: Wholemeal,0.05494074,9
Digestive,Gastro_oesophageal_reflux_disease,Duration of walks,0.052003134,10
Digestive,Gastro_oesophageal_reflux_disease,Pork: <1/week,0.051438563,11
Digestive,Gastro_oesophageal_reflux_disease,Age first had sexual intercourse,0.046454694,12
Digestive,Gastro_oesophageal_reflux_disease,Father: Heart disease,0.044815753,13
Digestive,Gastro_oesophageal_reflux_disease,Cereal: Other,0.044768836,14
Digestive,Gastro_oesophageal_reflux_disease,Fresh fruit intake,0.044541646,15
Digestive,Gastro_oesophageal_reflux_disease,Sleep duration,0.04171731,16
Digestive,Gastro_oesophageal_reflux_disease,Snoring: No,0.038652766,17
Digestive,Gastro_oesophageal_reflux_disease,Time spent outdoors in winter,0.038193338,18
Digestive,Gastro_oesophageal_reflux_disease,Poultry: 2-4/week,0.038092665,19
Digestive,Gastro_oesophageal_reflux_disease,Facial ageing: Younger than you are,0.03673744,20
Digestive,Gastro_oesophageal_reflux_disease,Non-oily fish: 1/week,0.03626463,21
Digestive,Gastro_oesophageal_reflux_disease,Days/week of vigorous physical activity,0.035817645,22
Digestive,Gastro_oesophageal_reflux_disease,Cheese: <1/week,0.035171494,23
Digestive,Gastro_oesophageal_reflux_disease,Water intake,0.033546384,24
Digestive,Gastro_oesophageal_reflux_disease,Mother: Heart disease,0.033460848,25
Digestive,Gastritis_and_duodenitis,Tea intake,0.0819948,1
Digestive,Gastritis_and_duodenitis,Time spent watching TV,0.08194153,2
Digestive,Gastritis_and_duodenitis,Insomnia: Usually,0.05923972,3
Digestive,Gastritis_and_duodenitis,Alcohol vs 10yrs ago: About the same,0.053388264,4
Digestive,Gastritis_and_duodenitis,Days/week of walk 10+ mins,0.047936,5
Digestive,Gastritis_and_duodenitis,Smoking: Never,0.040785436,6
Digestive,Gastritis_and_duodenitis,Insomnia: Never/rarely,0.03900484,7
Digestive,Gastritis_and_duodenitis,Sleep duration,0.038848497,8
Digestive,Gastritis_and_duodenitis,Age first had sexual intercourse,0.038051087,9
Digestive,Gastritis_and_duodenitis,Diet change: Yes (illness),0.035670888,10
Digestive,Gastritis_and_duodenitis,Coffee intake,0.034252755,11
Digestive,Gastritis_and_duodenitis,Past smoking: Never,0.03406417,12
Digestive,Gastritis_and_duodenitis,Daytime dozing: Sometimes,0.03398728,13
Digestive,Gastritis_and_duodenitis,Snoring: No,0.03373692,14
Digestive,Gastritis_and_duodenitis,Mobile hand: Left,0.032083243,15
Digestive,Gastritis_and_duodenitis,Past smoking: Most/all days,0.031933654,16
Digestive,Gastritis_and_duodenitis,Time spent using computer,0.031830374,17
Digestive,Gastritis_and_duodenitis,Cooked vegetable intake,0.031234251,18
Digestive,Gastritis_and_duodenitis,Days/week of vigorous physical activity,0.03101522,19
Digestive,Gastritis_and_duodenitis,Snoring: Yes,0.030248366,20
Digestive,Gastritis_and_duodenitis,Cheese: <1/week,0.028887361,21
Digestive,Gastritis_and_duodenitis,Alcohol: 1-2/week,0.028802952,22
Digestive,Gastritis_and_duodenitis,Bread: Wholemeal,0.028377265,23
Digestive,Gastritis_and_duodenitis,Water intake,0.027982438,24
Digestive,Gastritis_and_duodenitis,Daytime dozing: Never/rarely,0.02749052,25
Digestive,Diverticular_disease_of_intestine,Insomnia: Usually,0.05456737,1
Digestive,Diverticular_disease_of_intestine,Smoking: Previous,0.051270332,2
Digestive,Diverticular_disease_of_intestine,Bread: Wholemeal,0.048235312,3
Digestive,Diverticular_disease_of_intestine,Days/week of moderate physical activity,0.04791494,4
Digestive,Diverticular_disease_of_intestine,Smoking: Never,0.043294538,5
Digestive,Diverticular_disease_of_intestine,Time spent watching TV,0.041796695,6
Digestive,Diverticular_disease_of_intestine,Days/week of walk 10+ mins,0.040219318,7
Digestive,Diverticular_disease_of_intestine,Water intake,0.03990247,8
Digestive,Diverticular_disease_of_intestine,Time spent using computer,0.038776066,9
Digestive,Diverticular_disease_of_intestine,Mobile use: More than eight years,0.038073007,10
Digestive,Diverticular_disease_of_intestine,Beef: <1/week,0.037227187,11
Digestive,Diverticular_disease_of_intestine,Bread intake,0.035282873,12
Digestive,Diverticular_disease_of_intestine,Pork: Never,0.034396656,13
Digestive,Diverticular_disease_of_intestine,Pork: <1/week,0.032738578,14
Digestive,Diverticular_disease_of_intestine,Father: Heart disease,0.032193933,15
Digestive,Diverticular_disease_of_intestine,Insomnia: Never/rarely,0.030371735,16
Digestive,Diverticular_disease_of_intestine,Coffee intake,0.029638186,17
Digestive,Diverticular_disease_of_intestine,Ever smoked: No,0.029314937,18
Digestive,Diverticular_disease_of_intestine,Diet variation: Never/rarely,0.029199556,19
Digestive,Diverticular_disease_of_intestine,Days/week of vigorous physical activity,0.02840052,20
Digestive,Diverticular_disease_of_intestine,Raw vegetable intake,0.027769448,21
Digestive,Diverticular_disease_of_intestine,Hair colour: Dark brown,0.02759373,22
Digestive,Diverticular_disease_of_intestine,Alcohol: 1-2/week,0.02750117,23
Digestive,Diverticular_disease_of_intestine,Tea intake,0.026943242,24
Digestive,Diverticular_disease_of_intestine,Daytime dozing: Never/rarely,0.026332742,25
Digestive,Cholelithiasis,Time spent watching TV,0.095438875,1
Digestive,Cholelithiasis,Coffee intake,0.056625746,2
Digestive,Cholelithiasis,Bread intake,0.051092003,3
Digestive,Cholelithiasis,Time spent using computer,0.047624744,4
Digestive,Cholelithiasis,Cooked vegetable intake,0.044823185,5
Digestive,Cholelithiasis,Cereal intake,0.0433645,6
Digestive,Cholelithiasis,Facial ageing: Younger than you are,0.040028352,7
Digestive,Cholelithiasis,Days/week of vigorous physical activity,0.03856801,8
Digestive,Cholelithiasis,Time spent outdoors in summer,0.03724977,9
Digestive,Cholelithiasis,Bread: Wholemeal,0.03605551,10
Digestive,Cholelithiasis,Stair climbing: 11-15 times,0.035300814,11
Digestive,Cholelithiasis,Days/week of walk 10+ mins,0.034949686,12
Digestive,Cholelithiasis,Alcohol: 3-4/week,0.034356643,13
Digestive,Cholelithiasis,Fresh fruit intake,0.033886645,14
Digestive,Cholelithiasis,Smoking: Never,0.032872967,15
Digestive,Cholelithiasis,Time spent driving,0.032810822,16
Digestive,Cholelithiasis,Mobile use vs 2yrs: No,0.0323033,17
Digestive,Cholelithiasis,Age first had sexual intercourse,0.03224295,18
Digestive,Cholelithiasis,Days/week of moderate physical activity,0.03205492,19
Digestive,Cholelithiasis,Mobile freq: Less than 5mins,0.03180663,20
Digestive,Cholelithiasis,Water intake,0.031804614,21
Digestive,Cholelithiasis,Sleep duration,0.031636678,22
Digestive,Cholelithiasis,Walking pace: Brisk,0.030785205,23
Digestive,Cholelithiasis,Diet variation: Sometimes,0.030402647,24
Digestive,Cholelithiasis,Alcohol: Daily,0.030391715,25
Digestive,Cholecystitis,Coffee intake,0.14401065,1
Digestive,Cholecystitis,Non-oily fish: 1/week,0.1305438,2
Digestive,Cholecystitis,Time spent outdoors in winter,0.12147847,3
Digestive,Cholecystitis,Water intake,0.12134069,4
Digestive,Cholecystitis,Beef: 1/week,0.11935293,5
Digestive,Cholecystitis,Spread: Butter,0.114983976,6
Digestive,Cholecystitis,Walking pace: Brisk,0.10815394,7
Digestive,Cholecystitis,Salt added: Sometimes,0.107286,8
Digestive,Cholecystitis,Alcohol vs 10yrs ago: Less now,0.10690492,9
Digestive,Cholecystitis,Drive faster than limit: Never/rarely,0.10321777,10
Digestive,Cholecystitis,Non-oily fish: <1/week,0.10175547,11
Digestive,Cholecystitis,Cereal intake,0.09541391,12
Digestive,Cholecystitis,Alcohol vs 10yrs ago: More now,0.08807076,13
Digestive,Cholecystitis,Time spent driving,0.08729808,14
Digestive,Cholecystitis,Lamb/mutton: <1/week,0.086478725,15
Digestive,Cholecystitis,Drive faster: Sometimes,0.08560117,16
Digestive,Cholecystitis,Age first had sexual intercourse,0.08285686,17
Digestive,Cholecystitis,Pork: <1/week,0.080539025,18
Digestive,Cholecystitis,Duration of walks,0.07996946,19
Digestive,Cholecystitis,Snoring: No,0.079591945,20
Digestive,Cholecystitis,Sleep duration,0.07924829,21
Digestive,Cholecystitis,Time spent outdoors in summer,0.07569399,22
Digestive,Cholecystitis,Days/week of vigorous physical activity,0.07356875,23
Digestive,Cholecystitis,Time spent watching TV,0.073301144,24
Digestive,Cholecystitis,Days/week of walk 10+ mins,0.07126296,25
Digestive,Barrett_oesophagus,Time spent watching TV,0.20398308,1
Digestive,Barrett_oesophagus,Tea intake,0.13788003,2
Digestive,Barrett_oesophagus,Days/week of vigorous physical activity,0.116303116,3
Digestive,Barrett_oesophagus,Walking pace: Brisk,0.111256026,4
Digestive,Barrett_oesophagus,Time spent outdoors in winter,0.108134,5
Digestive,Barrett_oesophagus,Days/week of moderate physical activity,0.101825744,6
Digestive,Barrett_oesophagus,Fresh fruit intake,0.09278563,7
Digestive,Barrett_oesophagus,Drive faster: Sometimes,0.07964738,8
Digestive,Barrett_oesophagus,Insomnia: Usually,0.07942092,9
Digestive,Barrett_oesophagus,Sleep duration,0.07851426,10
Digestive,Barrett_oesophagus,Raw vegetable intake,0.076024406,11
Digestive,Barrett_oesophagus,Hot drink temp: Hot,0.07532639,12
Digestive,Barrett_oesophagus,Facial ageing: Younger than you are,0.07500193,13
Digestive,Barrett_oesophagus,Duration of walks,0.06937063,14
Digestive,Barrett_oesophagus,Bread intake,0.066963084,15
Digestive,Barrett_oesophagus,Daytime nap: Never/rarely,0.066487245,16
Digestive,Barrett_oesophagus,Time spent outdoors in summer,0.06610667,17
Digestive,Barrett_oesophagus,Diet change: Yes (other),0.06542092,18
Digestive,Barrett_oesophagus,Cereal: Muesli,0.064960085,19
Digestive,Barrett_oesophagus,Cereal intake,0.060623016,20
Digestive,Barrett_oesophagus,Skin tanning: Get very tanned,0.05909349,21
Digestive,Barrett_oesophagus,Poultry: 2-4/week,0.05868693,22
Digestive,Barrett_oesophagus,Pork: <1/week,0.058363527,23
Digestive,Barrett_oesophagus,Days/week of walk 10+ mins,0.05833861,24
Digestive,Barrett_oesophagus,Water intake,0.056317393,25
Ear,Hearing_loss,Sleep duration,0.12780786,1
Ear,Hearing_loss,Tea intake,0.08683095,2
Ear,Hearing_loss,Fresh fruit intake,0.0861279,3
Ear,Hearing_loss,Spread: Butter,0.0849864,4
Ear,Hearing_loss,Past smoking: Most/all days,0.08425058,5
Ear,Hearing_loss,Bread: Wholemeal,0.07841392,6
Ear,Hearing_loss,Cereal intake,0.07677626,7
Ear,Hearing_loss,Daytime nap: Never/rarely,0.06914622,8
Ear,Hearing_loss,Days/week of moderate physical activity,0.06501717,9
Ear,Hearing_loss,Diet variation: Never/rarely,0.06409333,10
Ear,Hearing_loss,Time spent outdoors in summer,0.062388472,11
Ear,Hearing_loss,Skin colour: Fair,0.060218595,12
Ear,Hearing_loss,Poultry: 2-4/week,0.056479104,13
Ear,Hearing_loss,Non-oily fish: 1/week,0.055640444,14
Ear,Hearing_loss,Ever smoked: No,0.053215045,15
Ear,Hearing_loss,Spread: Other margarine,0.05140007,16
Ear,Hearing_loss,Days/week of vigorous physical activity,0.051256627,17
Ear,Hearing_loss,Walking pace: Brisk,0.05088561,18
Ear,Hearing_loss,Mobile hand: Right,0.05075636,19
Ear,Hearing_loss,Mother: Heart disease,0.05044173,20
Ear,Hearing_loss,Lamb/mutton: 1/week,0.04733673,21
Ear,Hearing_loss,Water intake,0.04727273,22
Ear,Hearing_loss,Stair climbing: 11-15 times,0.04586023,23
Ear,Hearing_loss,Mobile hand: Left,0.04536133,24
Ear,Hearing_loss,Mobile freq: 30-59 mins,0.04522754,25
Endocrine,Diabetes_NOS,Diet change: Yes (other),0.08769686,1
Endocrine,Diabetes_NOS,Walking pace: Brisk,0.08159777,2
Endocrine,Diabetes_NOS,Hair colour: Dark brown,0.08105104,3
Endocrine,Diabetes_NOS,Water intake,0.07455922,4
Endocrine,Diabetes_NOS,Cheese: 2-4/week,0.072586186,5
Endocrine,Diabetes_NOS,Oily fish: <1/week,0.06752171,6
Endocrine,Diabetes_NOS,Pork: <1/week,0.06725904,7
Endocrine,Diabetes_NOS,Duration of walks,0.06597553,8
Endocrine,Diabetes_NOS,Time spent using computer,0.06470806,9
Endocrine,Diabetes_NOS,Ever smoked: Yes,0.06415467,10
Endocrine,Diabetes_NOS,Time spent outdoors in summer,0.06316861,11
Endocrine,Diabetes_NOS,Fresh fruit intake,0.05920236,12
Endocrine,Diabetes_NOS,Sun protection: Most times,0.057547,13
Endocrine,Diabetes_NOS,Time spent watching TV,0.057104707,14
Endocrine,Diabetes_NOS,Mobile use: Five to eight years,0.054854546,15
Endocrine,Diabetes_NOS,Days/week of moderate physical activity,0.052296113,16
Endocrine,Diabetes_NOS,Cereal intake,0.051257927,17
Endocrine,Diabetes_NOS,Diet change: No,0.05098654,18
Endocrine,Diabetes_NOS,Age first had sexual intercourse,0.050205674,19
Endocrine,Diabetes_NOS,Bread intake,0.049968842,20
Endocrine,Diabetes_NOS,Poultry: 2-4/week,0.04848073,21
Endocrine,Diabetes_NOS,Daytime nap: Sometimes,0.048264295,22
Endocrine,Diabetes_NOS,Smoking: Previous,0.047477294,23
Endocrine,Diabetes_NOS,Alcohol: Daily,0.04694798,24
Endocrine,Diabetes_NOS,Walking pace: Steady/average,0.046296284,25
Endocrine,Diabetes_Type_II,Diet change: No,0.21914439,1
Endocrine,Diabetes_Type_II,Time spent watching TV,0.13493101,2
Endocrine,Diabetes_Type_II,Diet change: Yes (illness),0.12810224,3
Endocrine,Diabetes_Type_II,Mother: Diabetes,0.11282399,4
Endocrine,Diabetes_Type_II,Walking pace: Brisk,0.10989957,5
Endocrine,Diabetes_Type_II,Days/week of walk 10+ mins,0.105103835,6
Endocrine,Diabetes_Type_II,Water intake,0.08735488,7
Endocrine,Diabetes_Type_II,Alcohol vs 10yrs ago: About the same,0.079952195,8
Endocrine,Diabetes_Type_II,Diet change: Yes (other),0.07765022,9
Endocrine,Diabetes_Type_II,Days/week of vigorous physical activity,0.07423159,10
Endocrine,Diabetes_Type_II,Cereal: Biscuit (Weetabix),0.07293078,11
Endocrine,Diabetes_Type_II,Daytime nap: Never/rarely,0.07163277,12
Endocrine,Diabetes_Type_II,Lamb/mutton: 1/week,0.069648765,13
Endocrine,Diabetes_Type_II,Spread: Butter,0.06933893,14
Endocrine,Diabetes_Type_II,Sleep duration,0.06661358,15
Endocrine,Diabetes_Type_II,Alcohol vs 10yrs ago: Less now,0.061838966,16
Endocrine,Diabetes_Type_II,Oily fish: 2-4/week,0.06026759,17
Endocrine,Diabetes_Type_II,Insomnia: Usually,0.060250763,18
Endocrine,Diabetes_Type_II,Father: Diabetes,0.05571955,19
Endocrine,Diabetes_Type_II,Daytime dozing: Never/rarely,0.054262046,20
Endocrine,Diabetes_Type_II,Skin colour: Light olive,0.053417366,21
Endocrine,Diabetes_Type_II,Cereal: Muesli,0.053093318,22
Endocrine,Diabetes_Type_II,Sun protection: Always,0.05168028,23
Endocrine,Diabetes_Type_II,Raw vegetable intake,0.05124359,24
Endocrine,Diabetes_Type_II,Stair climbing: 11-15 times,0.050806418,25
Endocrine,Hypo_or_hyperthyroidism,Tea intake,0.086830355,1
Endocrine,Hypo_or_hyperthyroidism,Fresh fruit intake,0.083185755,2
Endocrine,Hypo_or_hyperthyroidism,Walking pace: Brisk,0.07435344,3
Endocrine,Hypo_or_hyperthyroidism,Diet change: No,0.07378622,4
Endocrine,Hypo_or_hyperthyroidism,Time spent using computer,0.06872153,5
Endocrine,Hypo_or_hyperthyroidism,Bread intake,0.06763637,6
Endocrine,Hypo_or_hyperthyroidism,Get up: Very easy,0.06688101,7
Endocrine,Hypo_or_hyperthyroidism,Insomnia: Usually,0.06602435,8
Endocrine,Hypo_or_hyperthyroidism,Cereal intake,0.062748685,9
Endocrine,Hypo_or_hyperthyroidism,Insomnia: Never/rarely,0.057769734,10
Endocrine,Hypo_or_hyperthyroidism,Smoking: Never,0.05766143,11
Endocrine,Hypo_or_hyperthyroidism,Alcohol: 3-4/week,0.05277479,12
Endocrine,Hypo_or_hyperthyroidism,Non-oily fish: 1/week,0.049456555,13
Endocrine,Hypo_or_hyperthyroidism,Days/week of vigorous physical activity,0.049297333,14
Endocrine,Hypo_or_hyperthyroidism,Mobile hand: Left,0.049154326,15
Endocrine,Hypo_or_hyperthyroidism,Days/week of walk 10+ mins,0.047655053,16
Endocrine,Hypo_or_hyperthyroidism,Sun protection: Always,0.046972267,17
Endocrine,Hypo_or_hyperthyroidism,Days/week of moderate physical activity,0.04599535,18
Endocrine,Hypo_or_hyperthyroidism,Past smoking: Most/all days,0.04588612,19
Endocrine,Hypo_or_hyperthyroidism,Skin tanning: Get mildly tanned,0.0454122,20
Endocrine,Hypo_or_hyperthyroidism,Mother: Heart disease,0.042669285,21
