Source,Target,Conn
SF1,SNRNP70,0.35
SF1,SNRPA,0.35
SF1,SNRPA1,0.35
SF1,SNRPB,0.35
SF1,SNRPB2,0.35
SF1,SNRPE,0.35
SF1,SNRPG,0.35
SF1,SRPK1,0.35
SF1,SRRM2,0.35
SF1,SRRT,0.35
SF1,SRSF5,0.35
SF1,SRSF6,0.35
SF1,SRSF7,0.35
SF1,SUGP1,0.35
SF1,TGS1,0.37
SF1,THOC2,0.35
SF1,TIA1,0.37
SF1,TIAL1,0.37
SF1,TOE1,0.35
SF1,TRIM69,0.56
SF1,TXNL4B,0.56
SF1,U2AF1,0.35
SF1,U2AF2,0.95
SF1,U2SURP,0.35
SF1,UBL5,0.56
SF1,UHMK1,0.37
SF1,WBP4,0.4
SF1,WDR77,0.37
SF1,WWP2,0.37
SF1,ZC3H18,0.35
SF1,ZFP36,0.37
SF1,ZFP36L1,0.37
SF1,ZFP36L2,0.37
SF1,ZFR,0.35
SF1,ZMYND8,0.37
SF1,ZNF207,0.35
SF1,ZNF598,0.35
SF3A1,ACIN1,0.35
SF3A1,ALYREF,0.35
SF3A1,AQR,0.35
SF3A1,BCAS2,0.35
SF3A1,BCLAF1,0.35
SF3A1,CALML3,0.35
SF3A1,CCAR1,0.35
SF3A1,CCDC12,0.35
SF3A1,CCDC97,0.64
SF3A1,CD2BP2,0.35
SF3A1,CDC40,0.35
SF3A1,CDC5L,0.53
SF3A1,CHTOP,0.35
SF3A1,COIL,0.35
SF3A1,CRNKL1,0.35
SF3A1,CST6,0.35
SF3A1,CTNNBL1,0.35
SF3A1,CTSH,0.35
SF3A1,CWC15,0.35
SF3A1,DDX23,0.35
SF3A1,DDX39A,0.35
SF3A1,DDX39B,0.35
SF3A1,DDX42,0.55
SF3A1,DDX5,0.35
SF3A1,DHX15,0.64
SF3A1,DNAJC8,0.53
SF3A1,EFTUD2,0.48
SF3A1,EIF4A3,0.53
SF3A1,ERH,0.35
SF3A1,GEMIN5,0.35
SF3A1,GM2A,0.53
SF3A1,GPATCH11,0.35
SF3A1,HNRNPA0,0.35
SF3A1,HNRNPA3,0.35
SF3A1,HNRNPC,0.48
SF3A1,HNRNPDL,0.35
SF3A1,HNRNPL,0.35
SF3A1,HNRNPU,0.35
SF3A1,HSPA2,0.35
SF3A1,HSPA8,0.53
SF3A1,HTATSF1,0.35
SF3A1,ISY1,0.35
SF3A1,LSM2,0.35
SF3A1,LSM4,0.35
SF3A1,LSM6,0.35
SF3A1,LSM7,0.35
SF3A1,MAGOH,0.53
SF3A1,MAP1LC3C,0.5
SF3A1,MFAP1,0.35
SF3A1,N4BP2L2,0.35
SF3A1,NCBP1,0.53
SF3A1,NCBP2,0.35
SF3A1,NCBP3,0.35
SF3A1,NSRP1,0.35
SF3A1,P4HA1,0.35
SF3A1,PABPN1,0.35
SF3A1,PAXBP1,0.35
SF3A1,PCNP,0.35
SF3A1,PLRG1,0.35
SF3A1,PNN,0.35
SF3A1,POLR3G,0.35
SF3A1,PPIH,0.35
SF3A1,PPIL1,0.35
SF3A1,PPP1R8,0.35
SF3A1,PPWD1,0.35
SF3A1,PQBP1,0.35
SF3A1,PRP4K,0.35
SF3A1,PRPF19,0.35
SF3A1,PRPF3,0.35
SF3A1,PRPF31,0.35
SF3A1,PRPF4,0.35
SF3A1,PRPF40A,0.63
SF3A1,PRPF6,0.35
SF3A1,PRPF8,0.35
SF3A1,RAB3IP,0.35
SF3A1,RALY,0.35
SF3A1,RBBP6,0.35
SF3A1,RBFOX2,0.37
SF3A1,RBM10,0.51
SF3A1,RBM17,0.64
SF3A1,RBM22,0.35
SF3A1,RBM25,0.35
SF3A1,RBM8A,0.35
SF3A1,RNPS1,0.35
SF3A1,RPL35A,0.35
SF3A1,SAP18,0.35
SF3A1,SART1,0.35
SF3A1,SETD2,0.35
SF3A1,SF1,0.71
SF3A1,SF3A2,0.8
SF3A1,SF3A3,0.9
SF3A1,SF3B1,0.35
SF3A1,SF3B2,0.35
SF3A1,SF3B3,0.35
SF3A1,SF3B4,0.48
SF3A1,SF3B5,0.35
SF3A1,SF3B6,0.35
SF3A1,SKIC8,0.35
SF3A1,SMNDC1,0.61
SF3A1,SMU1,0.35
SF3A1,SNRNP200,0.35
SF3A1,SNRNP40,0.35
SF3A1,SNRPA1,0.64
SF3A1,SNRPB,0.53
SF3A1,SNRPB2,0.64
SF3A1,SNRPD1,0.35
SF3A1,SNRPD2,0.35
SF3A1,SNRPE,0.64
SF3A1,SNRPF,0.64
SF3A1,SNW1,0.53
SF3A1,SON,0.35
SF3A1,SP1,0.51
SF3A1,SRRM1,0.35
SF3A1,SRRM2,0.35
SF3A1,SRRT,0.35
SF3A1,SRSF9,0.35
SF3A1,STAT5A,0.35
SF3A1,SUGP1,0.35
SF3A1,SYNCRIP,0.35
SF3A1,TCERG1,0.35
SF3A1,TCOF1,0.4
SF3A1,THOC1,0.35
SF3A1,THOC5,0.35
SF3A1,THOC6,0.35
SF3A1,THOC7,0.35
SF3A1,THRAP3,0.35
SF3A1,TRA2B,0.35
SF3A1,TTC33,0.35
SF3A1,TXNL4A,0.35
SF3A1,U2SURP,0.35
SF3A1,USP39,0.35
SF3A1,VRK2,0.35
SF3A1,WBP4,0.57
SF3A1,WDR82,0.35
SF3A1,WWOX,0.4
SF3A1,XAB2,0.35
SF3A1,YLPM1,0.35
SF3A1,ZC3H11A,0.61
SF3A1,ZC3H14,0.35
SF3A1,ZC3H18,0.35
SF3A1,ZMAT2,0.35
SF3A1,ZNF318,0.35
SF3A1,ZNF326,0.35
SF3A1,ZNF830,0.35
SF3A2,ACIN1,0.56
SF3A2,AGGF1,0.4
SF3A2,ALYREF,0.35
SF3A2,BAIAP2,0.56
SF3A2,BCAS2,0.4
SF3A2,BCLAF1,0.35
SF3A2,BEND2,0.56
SF3A2,CCAR2,0.4
SF3A2,CDC40,0.35
SF3A2,CDC5L,0.67
SF3A2,CFAP20,0.4
SF3A2,CIRBP,0.4
SF3A2,DDX23,0.56
SF3A2,DDX42,0.56
SF3A2,DHX15,0.56
SF3A2,DNAJC8,0.56
SF3A2,EFTUD2,0.56
SF3A2,EIF4A3,0.35
SF3A2,ERH,0.35
SF3A2,FASN,0.35
SF3A2,GOLGB1,0.35
SF3A2,GPATCH11,0.35
SF3A2,HNRNPA2B1,0.4
SF3A2,HNRNPA3,0.4
SF3A2,HNRNPAB,0.4
SF3A2,HNRNPK,0.4
SF3A2,HNRNPU,0.4
SF3A2,HNRNPUL1,0.4
SF3A2,HSPA8,0.67
SF3A2,HTATSF1,0.56
SF3A2,ILF2,0.4
SF3A2,IMMT,0.4
SF3A2,LIN54,0.56
SF3A2,LSM4,0.35
SF3A2,MFAP1,0.35
SF3A2,MISP,0.56
SF3A2,NCBP1,0.56
SF3A2,PCNP,0.35
SF3A2,PHF5A,0.67
SF3A2,PLRG1,0.56
SF3A2,PNN,0.56
SF3A2,PPP1CA,0.4
SF3A2,PRCC,0.4
SF3A2,PRPF3,0.56
SF3A2,PRPF40A,0.4
SF3A2,PRPF6,0.56
SF3A2,PRPF8,0.56
SF3A2,RBM10,0.4
SF3A2,RBM22,0.35
SF3A2,RBM8A,0.35
SF3A2,RBMX,0.4
SF3A2,RNPS1,0.4
SF3A2,SAP18,0.35
SF3A2,SAP30BP,0.4
SF3A2,SART1,0.56
SF3A2,SEC31B,0.4
SF3A2,SF1,0.56
SF3A2,SF3A1,0.8
SF3A2,SF3A2,0.4
SF3A2,SF3A3,0.56
SF3A2,SF3B1,0.56
SF3A2,SF3B2,0.56
SF3A2,SF3B3,0.56
SF3A2,SF3B4,0.56
SF3A2,SF3B5,0.56
SF3A2,SF3B6,0.56
SF3A2,SKIC8,0.35
SF3A2,SNRNP200,0.56
SF3A2,SNRNP40,0.35
SF3A2,SNRPA,0.4
SF3A2,SNRPA1,0.74
SF3A2,SNRPB,0.67
SF3A2,SNRPB2,0.74
SF3A2,SNRPD1,0.56
SF3A2,SNRPD2,0.56
SF3A2,SNRPE,0.67
SF3A2,SNRPF,0.74
SF3A2,SNW1,0.35
SF3A2,SRRM2,0.4
SF3A2,SRSF1,0.4
SF3A2,SRSF2,0.4
SF3A2,SRSF5,0.4
SF3A2,SRSF9,0.4
SF3A2,SUGP1,0.4
SF3A2,SYNCRIP,0.4
SF3A2,TCERG1,0.4
SF3A2,TFG,0.56
SF3A2,THRAP3,0.35
SF3A2,TRA2B,0.56
SF3A2,TRIP10,0.56
SF3A2,TRIR,0.4
SF3A2,TTC33,0.35
SF3A2,U2AF1,0.4
SF3A2,U2AF2,0.4
SF3A2,USP39,0.35
SF3A2,WBP11,0.4
SF3A2,WBP4,0.59
SF3A2,YBX1,0.4
SF3A2,ZC3H18,0.35
SF3A2,ZNF207,0.4
SF3A2,NM_004500.2,0.4
SF3A2,NM_006387.4,0.4
SF3A2,NM_144604.2,0.4
SF3A3,CCDC85B,0.37
SF3A3,DDX42,0.35
SF3A3,EPHA2,0.4
SF3A3,GPATCH11,0.35
SF3A3,JPH3,0.56
SF3A3,MTNR1B,0.37
SF3A3,PRMT5,0.37
SF3A3,PUF60,1.0
SF3A3,SF3A1,0.9
SF3A3,SF3A2,0.56
SF3A3,SF3B1,0.35
SF3A3,SF3B2,0.35
SF3A3,SF3B3,0.56
SF3A3,SNRPA1,0.64
SF3A3,SNRPB2,0.64
SF3A3,SNRPD1,0.35
SF3A3,SNRPD2,0.35
SF3A3,TADA2A,0.56
SF3A3,TRIM69,0.56
SF3A3,TTC33,0.35
SF3A3,VAV2,0.37
SF3A3,ZDHHC17,0.37
SF3A3,ZNF212,0.67
SF3B1,ACIN1,0.35
SF3B1,ALYREF,0.35
SF3B1,AP2A1,0.35
SF3B1,BCAS2,0.35
SF3B1,BCLAF1,0.35
SF3B1,CACNA1C,0.5
SF3B1,CCAR1,0.35
SF3B1,CCDC12,0.35
SF3B1,CCDC97,0.64
SF3B1,CDC40,0.35
SF3B1,CDC5L,0.53
SF3B1,CRNKL1,0.35
SF3B1,CT45A3,0.35
SF3B1,CWC15,0.35
SF3B1,DDX18,0.35
SF3B1,DDX23,0.35
SF3B1,DDX39B,0.35
SF3B1,DDX42,0.35
SF3B1,DDX5,0.35
SF3B1,DHX15,0.64
SF3B1,DNAJC8,0.53
SF3B1,EFTUD2,0.48
SF3B1,EIF4A3,0.53
SF3B1,ERH,0.35
SF3B1,GPATCH11,0.35
SF3B1,HDAC3,0.331
SF3B1,HNRNPA0,0.35
SF3B1,HNRNPC,0.48
SF3B1,HTATSF1,0.35
SF3B1,LSM4,0.35
SF3B1,MAGOH,0.53
SF3B1,MFAP1,0.35
SF3B1,MYC,0.37
SF3B1,N4BP2,0.35
SF3B1,NCBP1,0.53
SF3B1,NFIC,0.4
SF3B1,NSRP1,0.35
SF3B1,P4HA1,0.35
SF3B1,PAXBP1,0.35
SF3B1,PCNP,0.35
SF3B1,PHF5A,0.64
SF3B1,PLRG1,0.55
SF3B1,PNN,0.35
SF3B1,PPIL1,0.35
SF3B1,PPP4C,0.35
SF3B1,PPP4R2,0.57
SF3B1,PPP4R3A,0.35
SF3B1,PRP4K,0.35
SF3B1,PRPF19,0.35
SF3B1,PRPF3,0.35
SF3B1,PRPF4,0.35
SF3B1,PRPF40A,0.35
SF3B1,PRPF6,0.35
SF3B1,PRPF8,0.35
SF3B1,RAB3IP,0.35
SF3B1,RALY,0.35
SF3B1,RBM10,0.35
SF3B1,RBM17,0.88
SF3B1,RBM22,0.35
SF3B1,RBM25,0.35
SF3B1,RBM8A,0.35
SF3B1,RNPC3,0.35
SF3B1,RPL23A,0.4
SF3B1,RSRC1,0.35
SF3B1,SAP18,0.53
SF3B1,SART1,0.35
SF3B1,SCNM1,0.35
SF3B1,SF3A1,0.35
SF3B1,SF3A2,0.56
SF3B1,SF3A3,0.35
SF3B1,SF3B2,0.53
SF3B1,SF3B3,0.53
SF3B1,SF3B4,0.48
SF3B1,SF3B5,0.35
SF3B1,SF3B6,0.55
SF3B1,SKIC8,0.53
SF3B1,SLC4A1AP,0.35
SF3B1,SMAD1,0.37
SF3B1,SMAD5,0.37
SF3B1,SMAD9,0.37
SF3B1,SMAP,0.37
SF3B1,SMARCA4,0.27
SF3B1,SMNDC1,0.73
SF3B1,SMU1,0.35
SF3B1,SNRNP200,0.35
SF3B1,SNRNP25,0.35
SF3B1,SNRNP35,0.35
SF3B1,SNRNP40,0.56
SF3B1,SNRNP48,0.35
SF3B1,SNRPA1,0.73
SF3B1,SNRPB,0.53
SF3B1,SNRPB2,0.53
SF3B1,SNRPD1,0.35
SF3B1,SNRPD2,0.35
SF3B1,SNRPE,0.64
SF3B1,SNRPF,0.64
SF3B1,SNW1,0.53
SF3B1,SON,0.35
SF3B1,SPOP,0.27
SF3B1,SRRM1,0.35
SF3B1,SRRM2,0.35
SF3B1,SRRT,0.35
SF3B1,SUGP1,0.35
SF3B1,TFAP2C,0.37
SF3B1,TFIP11,0.35
SF3B1,THOC1,0.35
SF3B1,THOC7,0.35
SF3B1,THRAP3,0.35
SF3B1,TRA2B,0.35
SF3B1,TRIR,0.35
SF3B1,TTC33,0.35
SF3B1,TXNL4A,0.35
SF3B1,U2SURP,0.35
SF3B1,USP39,0.35
SF3B1,WBP4,0.4
SF3B1,WDR82,0.35
SF3B1,ZC3H11A,0.48
SF3B1,ZC3H18,0.35
SF3B1,ZCRB1,0.64
SF3B1,ZNF326,0.35
SF3B1,ZRSR2,0.64
SF3B2,C7ORF25,0.37
SF3B2,C8ORF33,0.37
SF3B2,DDX42,0.35
SF3B2,DNAJC8,0.35
SF3B2,FGFR3,0.56
SF3B2,FRA10AC1,0.51
SF3B2,FXR1,0.37
SF3B2,FXR2,0.37
SF3B2,GPATCH11,0.35
SF3B2,HDGFL3,0.35
SF3B2,HRAS,0.56
SF3B2,HTATSF1,0.35
SF3B2,ITGA6,0.4
SF3B2,LSM2,0.37
SF3B2,LSM3,0.37
SF3B2,NSRP1,0.35
SF3B2,PPP4C,0.35
SF3B2,PPP4R2,0.57
SF3B2,PPP4R3A,0.35
SF3B2,PRMT9,0.75
SF3B2,PRPF8,0.51
SF3B2,RBM7,0.78
SF3B2,RBM8A,0.37
SF3B2,RNF113A,0.51
SF3B2,RNPC3,0.35
SF3B2,SF3A1,0.35
SF3B2,SF3A3,0.35
SF3B2,SF3B1,0.53
SF3B2,SF3B3,0.35
SF3B2,SF3B4,0.91
SF3B2,SF3B5,0.35
SF3B2,SF3B6,0.35
SF3B2,SKIC8,0.35
SF3B2,SLC4A1AP,0.35
SF3B2,SLU7,0.51
SF3B2,SNRNP200,0.37
SF3B2,SNRPA1,0.73
SF3B2,SNRPB2,0.53
SF3B2,SNRPD1,0.35
SF3B2,SNRPD2,0.35
SF3B2,SNRPF,0.64
SF3B2,SUGP1,0.35
SF3B2,THOC1,0.37
SF3B2,TOE1,0.37
SF3B2,TTC14,0.37
SF3B2,TTC33,0.35
SF3B2,U2AF1,0.51
SF3B2,WBP4,0.37
SF3B2,XAB2,0.51
SF3B2,ZCCHC10,0.37
SF3B2,ZCRB1,0.64
SF3B2,ZNF830,0.51
SF3B2,Q9Y649,0.56
SF3B3,ARAP3,0.35
SF3B3,ARHGAP35,0.35
SF3B3,ARHGEF5,0.35
SF3B3,ATXN7,0.35
SF3B3,ATXN7L2,0.35
SF3B3,CCDC97,0.64
SF3B3,CCP110,0.35
SF3B3,CCZ1B,0.35
SF3B3,CEP97,0.35
SF3B3,CTC1,0.35
SF3B3,CUL7,0.35
SF3B3,DDX42,0.35
SF3B3,DGKQ,0.35
SF3B3,DNAJC8,0.35
SF3B3,EFTUD2,0.37
SF3B3,EIF2A,0.35
SF3B3,EIF4G1,0.35
SF3B3,ENY2,0.35
SF3B3,ETV3,0.35
SF3B3,FCSK,0.35
SF3B3,FXR1,0.35
SF3B3,FXR2,0.35
SF3B3,GOLGB1,0.35
SF3B3,GPATCH11,0.35
SF3B3,GTF3C5,0.35
SF3B3,HAUS3,0.35
SF3B3,HAUS5,0.35
SF3B3,HCK,0.4
SF3B3,HELZ,0.35
SF3B3,HJURP,0.35
SF3B3,HNRNPK,0.35
SF3B3,HSPB1,0.37
SF3B3,ISY1,0.44
SF3B3,KAT2A,0.35
SF3B3,KAT2B,0.35
SF3B3,KLF10,0.37
SF3B3,MAP1S,0.35
SF3B3,MYO9A,0.35
SF3B3,N4BP2,0.35
SF3B3,NEDD1,0.35
SF3B3,NEK9,0.35
SF3B3,NPRL3,0.35
SF3B3,ODAD2,0.35
SF3B3,OSGEP,0.37
SF3B3,PASK,0.35
SF3B3,PEX6,0.35
SF3B3,PLCD3,0.35
SF3B3,PNPLA2,0.35
SF3B3,PPIP5K1,0.35
SF3B3,PPP4C,0.35
SF3B3,PPP4R2,0.57
SF3B3,PPP4R3A,0.35
SF3B3,PRIM1,0.35
SF3B3,PTER,0.35
SF3B3,PUF60,0.35
SF3B3,RAD9A,0.37
SF3B3,RBM6,0.37
SF3B3,RECQL4,0.35
SF3B3,RNPC3,0.35
SF3B3,RPAP1,0.35
SF3B3,SBF1,0.35
SF3B3,SCNM1,0.35
SF3B3,SCRIB,0.35
SF3B3,SF3A1,0.35
SF3B3,SF3A2,0.56
SF3B3,SF3A3,0.56
SF3B3,SF3B1,0.53
SF3B3,SF3B2,0.35
SF3B3,SF3B4,0.35
SF3B3,SF3B5,0.35
SF3B3,SF3B6,0.35
SF3B3,SGF29,0.35
SF3B3,SKIC8,0.35
SF3B3,SLC4A1AP,0.35
SF3B3,SLFN5,0.35
SF3B3,SNRNP25,0.35
SF3B3,SNRPA1,0.64
SF3B3,SNRPB2,0.53
SF3B3,SNRPD1,0.35
SF3B3,SNRPD2,0.35
SF3B3,SNRPF,0.35
SF3B3,SUGP1,0.35
SF3B3,SUPT20H,0.35
SF3B3,SUPT3H,0.35
SF3B3,SUPT7L,0.35
SF3B3,TADA1,0.35
SF3B3,TADA2B,0.35
SF3B3,TADA3,0.35
SF3B3,TAF12,0.35
SF3B3,TAF5L,0.35
SF3B3,TAF6L,0.35
SF3B3,TAF9,0.35
SF3B3,TAF9B,0.35
SF3B3,TANGO6,0.35
SF3B3,TCF7L2,0.35
SF3B3,TEP1,0.35
SF3B3,TNFRSF10D,0.344
SF3B3,TRAF7,0.35
SF3B3,TRIM32,0.35
SF3B3,TRMT44,0.35
SF3B3,TRRAP,0.35
SF3B3,TTC33,0.35
SF3B3,TUBA1A,0.35
SF3B3,TUBA4A,0.35
SF3B3,USP19,0.35
SF3B3,USP22,0.35
SF3B3,WDR6,0.35
SF3B3,WDR81,0.35
SF3B3,YWHAG,0.75
SF3B3,ZNFX1,0.35
SF3B3,ZNG1C,0.35
SF3B3,ZRSR2,0.35
SF3B3,B4DYC6,0.4
SF3B4,ABCD3,0.27
SF3B4,ABL1,0.54
SF3B4,ACLY,0.27
SF3B4,ACSL3,0.27
SF3B4,ACTR2,0.27
SF3B4,ADNP,0.27
SF3B4,ADRM1,0.27
SF3B4,ADSL,0.27
SF3B4,AGFG1,0.27
SF3B4,AGGF1,0.27
SF3B4,AGO2,0.27
SF3B4,AHCTF1,0.27
SF3B4,AHNAK,0.27
SF3B4,AHSA1,0.27
SF3B4,AKAP1,0.27
SF3B4,AKAP8,0.27
SF3B4,AKAP9,0.27
SF3B4,ALMS1,0.27
SF3B4,ALYREF,0.27
SF3B4,ANKHD1,0.27
SF3B4,ANLN,0.27
SF3B4,AP2B1,0.27
SF3B4,ARF4,0.27
SF3B4,ARID1A,0.27
SF3B4,ARID1B,0.27
SF3B4,ARID2,0.27
SF3B4,ARID3A,0.27
SF3B4,ARL6IP4,0.27
SF3B4,ATAD2B,0.27
SF3B4,ATAD3A,0.27
SF3B4,ATAD5,0.27
SF3B4,ATP5F1C,0.27
SF3B4,ATRX,0.27
SF3B4,ATXN10,0.27
SF3B4,ATXN2L,0.27
SF3B4,BABAM1,0.27
SF3B4,BAG2,0.27
SF3B4,BAG3,0.72
SF3B4,BAIAP2,0.56
SF3B4,BAIAP2L1,0.27
SF3B4,BCLAF1,0.27
SF3B4,BICD2,0.27
SF3B4,BICRA,0.27
SF3B4,BIRC6,0.27
SF3B4,BLVRA,0.27
SF3B4,BOD1L1,0.27
SF3B4,BRD7,0.27
SF3B4,BUB3,0.27
SF3B4,CAMSAP1,0.27
SF3B4,CAPN1,0.27
SF3B4,CAPRIN1,0.27
SF3B4,CARD11,0.27
SF3B4,CASP8AP2,0.27
SF3B4,CBX3,0.27
SF3B4,CCAR1,0.27
SF3B4,CCAR2,0.27
SF3B4,CCNL2,0.27
SF3B4,CCNT1,0.48
SF3B4,CD2BP2,0.57
SF3B4,CDC37,0.27
SF3B4,CDC73,0.27
SF3B4,CDK12,0.27
SF3B4,CDKN2AIP,0.27
SF3B4,CDYL,0.27
SF3B4,CEP131,0.27
SF3B4,CEP85,0.27
SF3B4,CFL1,0.27
SF3B4,CHD2,0.27
SF3B4,CHD8,0.27
SF3B4,CHEK1,0.27
SF3B4,CHERP,0.52
SF3B4,CHTF18,0.27
SF3B4,CKAP5,0.27
SF3B4,CLTC,0.27
SF3B4,CMBL,0.27
SF3B4,CNOT1,0.27
SF3B4,CNOT2,0.27
SF3B4,COIL,0.27
SF3B4,COPG2,0.27
SF3B4,COQ8A,0.27
SF3B4,CPSF6,0.27
SF3B4,CPSF7,0.27
SF3B4,CRAMP1,0.27
SF3B4,CRKL,0.27
SF3B4,CRNKL1,0.27
SF3B4,CRTAP,0.35
SF3B4,CSE1L,0.27
SF3B4,CSNK1D,0.27
SF3B4,CSNK1E,0.27
SF3B4,CTNND1,0.27
SF3B4,CTTN,0.27
SF3B4,CUSTOS,0.27
SF3B4,CWC22,0.27
SF3B4,CWC25,0.27
SF3B4,CWF19L2,0.72
SF3B4,DAZAP1,0.27
SF3B4,DBNL,0.27
SF3B4,DCP1A,0.27
SF3B4,DDX10,0.27
SF3B4,DDX17,0.37
SF3B4,DDX19A,0.27
SF3B4,DDX28,0.27
SF3B4,DDX42,0.64
SF3B4,DDX46,0.27
SF3B4,DDX51,0.27
SF3B4,DDX6,0.27
SF3B4,DFFB,0.27
SF3B4,DHX29,0.27
SF3B4,DHX57,0.27
SF3B4,DICER1,0.27
SF3B4,DIDO1,0.27
SF3B4,DNAAF5,0.27
SF3B4,DNAJB1,0.27
SF3B4,DNAJC11,0.27
SF3B4,DNAJC13,0.27
SF3B4,DOCK11,0.27
SF3B4,DOCK2,0.27
SF3B4,DUS3L,0.27
SF3B4,DYNC1LI1,0.27
SF3B4,E2F6,0.27
SF3B4,EDC4,0.27
SF3B4,EEF1G,0.27
SF3B4,EEFSEC,0.27
SF3B4,EHMT1,0.27
SF3B4,EIF2B1,0.27
SF3B4,EIF2S1,0.27
SF3B4,EIF3K,0.27
SF3B4,EIF4A1,0.27
SF3B4,EIF4B,0.27
SF3B4,EIF4E,0.27
SF3B4,EIF4G1,0.27
SF3B4,EIF4G2,0.27
SF3B4,EIF4G3,0.27
SF3B4,ELAVL1,0.27
SF3B4,ELOA,0.27
SF3B4,EP400,0.27
SF3B4,EPB41L2,0.27
SF3B4,EPC2,0.27
SF3B4,EPRS1,0.27
SF3B4,EPS15,0.27
SF3B4,ERCC3,0.27
SF3B4,ERCC5,0.27
SF3B4,ERF,0.27
SF3B4,ESS2,0.27
SF3B4,ETF1,0.27
SF3B4,EVPL,0.27
SF3B4,EWSR1,0.52
SF3B4,EXOSC10,0.27
SF3B4,EYA3,0.27
SF3B4,FAM83H,0.27
SF3B4,FASN,0.27
SF3B4,FDXR,0.27
SF3B4,FIP1L1,0.27
SF3B4,FLNA,0.27
SF3B4,FLNB,0.27
SF3B4,FLOT1,0.27
SF3B4,FNBP4,0.27
SF3B4,FOXE1,0.27
SF3B4,FOXK1,0.27
SF3B4,FOXRED1,0.27
SF3B4,FRG1,0.27
SF3B4,FRK,0.67
SF3B4,FUBP1,0.27
SF3B4,FUBP3,0.27
SF3B4,FUS,0.27
SF3B4,G3BP1,0.27
SF3B4,GAB2,0.27
SF3B4,GAPVD1,0.27
SF3B4,GARS1,0.27
SF3B4,GEMIN2,0.27
SF3B4,GEMIN4,0.27
SF3B4,GIGYF2,0.27
SF3B4,GNL3L,0.27
SF3B4,GOLGA2,0.27
SF3B4,GPALPP1,0.27
SF3B4,GRB2,0.66
SF3B4,GSE1,0.27
SF3B4,GSK3B,0.27
SF3B4,GSTP1,0.27
SF3B4,GTF2F1,0.27
SF3B4,GTF2I,0.27
SF3B4,GTF3C1,0.27
SF3B4,GTPBP1,0.27
SF3B4,HAUS5,0.27
SF3B4,HBS1L,0.27
SF3B4,HCFC1,0.27
SF3B4,HDLBP,0.27
SF3B4,HELLS,0.27
SF3B4,HELZ,0.27
SF3B4,HIC2,0.27
SF3B4,HIP1R,0.27
SF3B4,HIRA,0.27
SF3B4,HJURP,0.27
SF3B4,HMGXB4,0.27
SF3B4,HNRNPA0,0.27
SF3B4,HNRNPD,0.37
SF3B4,HNRNPF,0.37
SF3B4,HNRNPL,0.27
SF3B4,HNRNPU,0.27
SF3B4,HNRNPUL1,0.74
SF3B4,HSD17B10,0.27
SF3B4,HSD17B11,0.27
SF3B4,HSPA4,0.27
SF3B4,HSPA6,0.27
SF3B4,HSPB1,0.27
SF3B4,HSPB7,0.56
SF3B4,ICE2,0.27
SF3B4,IGF2BP2,0.27
SF3B4,IGF2BP3,0.27
SF3B4,ILF3,0.52
SF3B4,ILKAP,0.27
SF3B4,IMMT,0.27
SF3B4,IMPDH2,0.27
SF3B4,INPPL1,0.27
SF3B4,INTS12,0.27
SF3B4,INTS3,0.27
SF3B4,INTS7,0.27
SF3B4,JMJD1C,0.27
SF3B4,KDM1A,0.27
SF3B4,KDM3B,0.27
SF3B4,KDM6A,0.27
SF3B4,KHDC4,0.27
SF3B4,KHDRBS1,0.27
SF3B4,KIDINS220,0.27
SF3B4,KIF11,0.27
SF3B4,KIF7,0.27
SF3B4,KMT2A,0.27
SF3B4,KMT2D,0.27
SF3B4,KNL1,0.27
SF3B4,KPNB1,0.27
SF3B4,KRI1,0.27
SF3B4,KSR1,0.27
SF3B4,LARP1,0.27
SF3B4,LARS2,0.27
SF3B4,LATS1,0.27
SF3B4,LDHB,0.27
SF3B4,LRBA,0.27
SF3B4,LRIF1,0.27
SF3B4,LRSAM1,0.27
SF3B4,LSM12,0.27
SF3B4,LSM14B,0.27
SF3B4,LUZP1,0.27
SF3B4,LYN,0.27
SF3B4,MACF1,0.27
SF3B4,MACROH2A1,0.27
SF3B4,MAML1,0.27
SF3B4,MAP1B,0.27
SF3B4,MAP3K20,0.27
SF3B4,MAP3K7,0.27
SF3B4,MAP4,0.27
SF3B4,MAP7D1,0.27
SF3B4,MAPK9,0.78
SF3B4,MAPKAP1,0.27
SF3B4,MAPRE1,0.27
SF3B4,MATK,0.27
SF3B4,MATR3,0.27
SF3B4,MBNL1,0.27
SF3B4,MCM3,0.27
SF3B4,MCM3AP,0.27
SF3B4,MCM4,0.27
SF3B4,MCM6,0.27
SF3B4,MED19,0.27
SF3B4,METTL17,0.67
SF3B4,MFN2,0.27
SF3B4,MGAM,0.27
SF3B4,MIA3,0.27
SF3B4,MORC2,0.27
SF3B4,MPHOSPH8,0.27
SF3B4,MRPL4,0.27
SF3B4,MRPS15,0.27
SF3B4,MRTFA,0.27
SF3B4,MSH2,0.27
SF3B4,MSI2,0.27
SF3B4,MSL2,0.27
SF3B4,MT-CO2,0.27
SF3B4,MTA1,0.27
SF3B4,MTO1,0.27
SF3B4,MTR,0.27
SF3B4,MTREX,0.27
SF3B4,MTX1,0.27
SF3B4,MYCBP2,0.27
SF3B4,MYO1D,0.27
SF3B4,MYO6,0.27
SF3B4,N4BP2,0.27
SF3B4,NAA10,0.27
SF3B4,NAP1L1,0.27
